id,title,published_at,url,sentiment_positive,sentiment_neutral,sentiment_negative,dominant_sentiment
3525127,Apple offers iPhone financing for Card holders,2019-12-10 09:12:38-05:00,https://seekingalpha.com/news/3525127-apple-offers-iphone-financing-for-card-holders,0.81146747,0.008321833,0.18021068,Positive
3525102,"Apple TV+ needs 'mega-hit' show, says bull",2019-12-10 08:36:52-05:00,https://seekingalpha.com/news/3525102-apple-tv-needs-mega-hit-show-says-bull,0.15703492,0.009931342,0.83303374,Negative
3525004,Safari privacy features disrupt ad market,2019-12-10 02:03:38-05:00,https://seekingalpha.com/news/3525004-safari-privacy-features-disrupt-ad-market,0.116518915,0.8708671,0.012614024,Neutral
3524764,Mac Pro goes on sale tomorrow,2019-12-09 09:32:45-05:00,https://seekingalpha.com/news/3524764-mac-pro-goes-on-sale-tomorrow,0.93231195,0.015603491,0.052084558,Positive
3524744,China Renaissance bullish on Apple,2019-12-09 08:56:01-05:00,https://seekingalpha.com/news/3524744-china-renaissance-bullish-on-apple,0.17321736,0.12647904,0.7003036,Negative
3524695,Apple on watch as tariff deadline approaches,2019-12-09 07:23:26-05:00,https://seekingalpha.com/news/3524695-apple-on-watch-as-tariff-deadline-approaches,0.8796222,0.088780634,0.031597108,Positive
3524110,Noted analyst expects five 2020 iPhone models,2019-12-05 14:34:25-05:00,https://seekingalpha.com/news/3524110-noted-analyst-expects-five-2020-iphone-models,0.81228745,0.010974182,0.1767383,Positive
3523613,Rare Apple bear sees declining iPhone retention,2019-12-04 08:07:20-05:00,https://seekingalpha.com/news/3523613-rare-apple-bear-sees-declining-iphone-retention,0.028768625,0.9595731,0.011658317,Neutral
3523538,U.K. set to introduce digital services tax,2019-12-04 03:42:54-05:00,https://seekingalpha.com/news/3523538-u-k-set-to-introduce-digital-services-tax,0.83426756,0.010855154,0.15487725,Positive
3523220,U.S. weighing $2.4B of tariffs in response to France's digital services tax,2019-12-02 19:00:50-05:00,https://seekingalpha.com/news/3523220-u-s-weighing-2_4b-of-tariffs-in-response-to-frances-digital-services-tax,0.12145884,0.017714707,0.86082643,Negative
3523080,Apple still facing MacBook class action suit,2019-12-02 15:50:29-05:00,https://seekingalpha.com/news/3523080-apple-still-facing-macbook-class-action-suit,0.12637718,0.8576225,0.016000295,Neutral
3522886,JPMorgan raises iPhone sales estimates,2019-12-02 08:42:16-05:00,https://seekingalpha.com/news/3522886-jpmorgan-raises-iphone-sales-estimates,0.22026154,0.31407055,0.46566787,Negative
3522881,Apple AirPods had strong Black Friday sales - Wedbush,2019-12-02 08:33:23-05:00,https://seekingalpha.com/news/3522881-apple-airpods-had-strong-black-friday-sales-wedbush,0.032021124,0.01893429,0.9490446,Negative
3522535,AirPods could face holiday shortage - Wedbush,2019-11-27 16:46:57-05:00,https://seekingalpha.com/news/3522535-airpods-could-face-holiday-shortage-wedbush,0.07065034,0.9139741,0.015375532,Neutral
3522387,Apple doubling AirPods Pro production - report,2019-11-27 09:23:59-05:00,https://seekingalpha.com/news/3522387-apple-doubling-airpods-pro-production-report,0.8440133,0.0318824,0.12410432,Positive
3521784,India confirms iPhone exports,2019-11-25 09:14:22-05:00,https://seekingalpha.com/news/3521784-india-confirms-iphone-exports,0.8276315,0.026360104,0.14600836,Positive
3521753,Apple forecasts 100M+ 5G iPhone sales - report,2019-11-25 08:22:24-05:00,https://seekingalpha.com/news/3521753-apple-forecasts-100m-5g-iphone-sales-report,0.86465883,0.017114764,0.11822637,Positive
3521650,Apple delays theatrical debut of 'The Banker',2019-11-22 17:02:59-05:00,https://seekingalpha.com/news/3521650-apple-delays-theatrical-debut-of-the-banker,0.23620795,0.7362197,0.027572388,Neutral
3521508,Apple seeing strong AirPods Pro demand - Bloomberg,2019-11-22 08:29:15-05:00,https://seekingalpha.com/news/3521508-apple-seeing-strong-airpods-pro-demand-bloomberg,0.19221704,0.015654732,0.79212826,Negative
3521190,Trump wants Apple's help building 5G infrastructure,2019-11-21 08:56:44-05:00,https://seekingalpha.com/news/3521190-trump-wants-apples-help-building-5g-infrastructure,0.72421443,0.007989883,0.26779562,Positive
3521065,"Trump says China not 'stepping up' in talks, could exempt Apple from tariffs",2019-11-20 17:56:54-05:00,https://seekingalpha.com/news/3521065-trump-says-china-not-stepping-up-in-talks-could-exempt-apple-from-tariffs,0.78782237,0.17155096,0.040626705,Positive
3520775,Apple breaks ground for Austin expansion,2019-11-20 07:59:34-05:00,https://seekingalpha.com/news/3520775-apple-breaks-ground-for-austin-expansion,0.4073438,0.030599339,0.5620569,Negative
3520466,Apple's iPhone 11 'massive' success - Wedbush,2019-11-19 09:59:41-05:00,https://seekingalpha.com/news/3520466-apples-iphone-11-massive-success-wedbush,0.2333292,0.013766185,0.7529046,Negative
3519909,"Trump, Apple's Cook visiting Texas facilities next week",2019-11-15 16:08:35-05:00,https://seekingalpha.com/news/3519909-trump-apples-cook-visiting-texas-facilities-next-week,0.9188791,0.016152557,0.06496838,Positive
3519727,Piper raises Apple on iPhone upgrade rates,2019-11-15 08:10:53-05:00,https://seekingalpha.com/news/3519727-piper-raises-apple-on-iphone-upgrade-rates,0.7813283,0.09146254,0.12720913,Positive
3519401,Apple News+ struggling for subscribers - CNBC,2019-11-14 14:52:50-05:00,https://seekingalpha.com/news/3519401-apple-news-struggling-for-subscribers-cnbc,0.92174655,0.02592429,0.05232911,Positive
3519362,Apple launches Research with three health studies,2019-11-14 12:15:56-05:00,https://seekingalpha.com/news/3519362-apple-launches-research-with-three-health-studies,0.85558677,0.011012868,0.1334004,Positive
3519255,Apple planning subscription bundle - Bloomberg,2019-11-14 09:03:18-05:00,https://seekingalpha.com/news/3519255-apple-planning-subscription-bundle-bloomberg,0.93215954,0.014445605,0.05339488,Positive
3519206,Apple gains rare bear on iPhone estimates,2019-11-14 08:07:19-05:00,https://seekingalpha.com/news/3519206-apple-gains-rare-bear-on-iphone-estimates,0.04771654,0.062468052,0.8898154,Negative
3518660,Apple unveils 16-in MacBook Pro,2019-11-13 09:07:34-05:00,https://seekingalpha.com/news/3518660-apple-unveils-16-in-macbook-pro,0.8410299,0.01671402,0.14225608,Positive
3518625,Apple gains bull on 5G iPhone potential,2019-11-13 08:11:50-05:00,https://seekingalpha.com/news/3518625-apple-gains-bull-on-5g-iphone-potential,0.05216677,0.041188676,0.9066445,Negative
3518204,HBO's Plepler coming to Apple - WSJ,2019-11-12 15:22:36-05:00,https://seekingalpha.com/news/3518204-hbos-plepler-coming-to-apple-wsj,0.89054066,0.012353861,0.09710552,Positive
3518026,KeyBanc checks show iPhone 11 improvement,2019-11-12 08:58:20-05:00,https://seekingalpha.com/news/3518026-keybanc-checks-show-iphone-11-improvement,0.9013025,0.013275367,0.085422136,Positive
3517504,Apple's AR headset coming in 2022 - report,2019-11-11 08:29:54-05:00,https://seekingalpha.com/news/3517504-apples-ar-headset-coming-in-2022-report,0.9212142,0.010909475,0.06787628,Positive
3517400,Goldman faces 'sexist' probe over Apple Card,2019-11-10 07:55:18-05:00,https://seekingalpha.com/news/3517400-goldman-faces-sexist-probe-over-apple-card,0.04154976,0.9461062,0.012344023,Neutral
3516505,EU still focusing on Apple antitrust probes,2019-11-07 11:10:22-05:00,https://seekingalpha.com/news/3516505-eu-still-focusing-on-apple-antitrust-probes,0.6462963,0.32483837,0.02886529,Positive
3515475,Apple publishes new details on privacy approach,2019-11-06 12:34:11-05:00,https://seekingalpha.com/news/3515475-apple-publishes-new-details-on-privacy-approach,0.9314348,0.04570477,0.022860428,Positive
3515236,BofA sees continuing outperformance for Apple,2019-11-06 07:31:45-05:00,https://seekingalpha.com/news/3515236-bofa-sees-continuing-outperformance-for-apple,0.032805305,0.41650853,0.5506861,Negative
3513571,Apple commits $2.5B to California housing issues,2019-11-04 09:18:58-05:00,https://seekingalpha.com/news/3513571-apple-commits-2_5b-to-california-housing-issues,0.9023749,0.0128921475,0.08473297,Positive
3513212,"Apple seeks tariff exclusions on Watch, AirPods",2019-11-01 14:57:50-04:00,https://seekingalpha.com/news/3513212-apple-seeks-tariff-exclusions-on-watch-airpods,0.65383047,0.31335256,0.032817062,Positive
3513168,Apple Pay overtakes PayPal - Appleinsider,2019-11-01 13:24:58-04:00,https://seekingalpha.com/news/3513168-apple-pay-overtakes-paypal-appleinsider,0.908251,0.016280433,0.07546858,Positive
3512507,Apple could receive French antitrust fine,2019-10-31 10:36:07-04:00,https://seekingalpha.com/news/3512507-apple-could-receive-french-antitrust-fine,0.69320667,0.27146122,0.03533215,Positive
3512478,"Apple targets lifted on iPhone, Services strength",2019-10-31 09:42:40-04:00,https://seekingalpha.com/news/3512478-apple-targets-lifted-on-iphone-services-strength,0.41803196,0.02533751,0.55663055,Negative
3512097,"Apple call: Best-selling iPhone 11, China improvement",2019-10-30 18:09:19-04:00,https://seekingalpha.com/news/3512097-apple-call-best-selling-iphone-11-china-improvement,0.71079946,0.012636036,0.2765645,Positive
3511936,"Apple +1.7% as iPhone, Wearables drive beats",2019-10-30 16:41:04-04:00,https://seekingalpha.com/news/3511936-apple-plus-1_7-percent-as-iphone-wearables-drive-beats,0.0804002,0.03866909,0.8809307,Negative
3511869,Apple declares $0.77 dividend,2019-10-30 16:34:24-04:00,https://seekingalpha.com/news/3511869-apple-declares-0_77-dividend,0.9028667,0.06453288,0.0326004,Positive
3511896,"Apple EPS beats by $0.19, beats on revenue",2019-10-30 16:31:17-04:00,https://seekingalpha.com/news/3511896-apple-eps-beats-by-0_19-beats-on-revenue,0.7543647,0.030683897,0.21495143,Positive
3511722,What to watch in Apple's Q4 report,2019-10-30 14:21:22-04:00,https://seekingalpha.com/news/3511722-what-to-watch-in-apples-q4-report,0.9241761,0.05078886,0.025035042,Positive
3511444,Apple plans iPhone growth in 2020 - reports,2019-10-30 08:45:30-04:00,https://seekingalpha.com/news/3511444-apple-plans-iphone-growth-in-2020-reports,0.5607545,0.009856711,0.42938882,Positive
3511235,Apple resumes human reviews of Siri audio,2019-10-30 04:38:08-04:00,https://seekingalpha.com/news/3511235-apple-resumes-human-reviews-of-siri-audio,0.93637323,0.04036154,0.023265317,Positive
3510786,Apple Q4 2019 Earnings Preview,2019-10-29 17:35:13-04:00,https://seekingalpha.com/news/3510786-apple-q4-2019-earnings-preview,0.8542013,0.062066447,0.08373227,Positive
3510934,EU antitrust officials focusing on Apple Pay,2019-10-29 14:55:24-04:00,https://seekingalpha.com/news/3510934-eu-antitrust-officials-focusing-on-apple-pay,0.30955672,0.66905046,0.021392794,Neutral
3510217,Apple releases AirPods Pro,2019-10-28 13:03:22-04:00,https://seekingalpha.com/news/3510217-apple-releases-airpods-pro,0.9489785,0.020790698,0.030230822,Positive
3510094,Apple target boosted on iPhone optimism,2019-10-28 10:00:47-04:00,https://seekingalpha.com/news/3510094-apple-target-boosted-on-iphone-optimism,0.33753377,0.028369026,0.63409716,Negative
3510049,Apple overhauling smart home efforts - Bloomberg,2019-10-28 08:52:48-04:00,https://seekingalpha.com/news/3510049-apple-overhauling-smart-home-efforts-bloomberg,0.84485567,0.026132725,0.1290116,Positive
3509160,XR led Q3 U.S. iPhone sales - report,2019-10-24 11:11:52-04:00,https://seekingalpha.com/news/3509160-xr-led-q3-u-s-iphone-sales-report,0.036936965,0.028416067,0.93464696,Negative
3508389,Morgan Stanley sets Street-high target for Apple,2019-10-23 09:43:05-04:00,https://seekingalpha.com/news/3508389-morgan-stanley-sets-street-high-target-for-apple,0.7499087,0.016706796,0.23338456,Positive
3507663,KeyBanc outlines Apple risks ahead of earnings,2019-10-22 07:41:46-04:00,https://seekingalpha.com/news/3507663-keybanc-outlines-apple-risks-ahead-of-earnings,0.73950124,0.22871956,0.031779125,Positive
3507197,Apple gets new Street-high target,2019-10-21 08:20:02-04:00,https://seekingalpha.com/news/3507197-apple-gets-new-street-high-target,0.21566932,0.033853494,0.75047725,Negative
3506965,Apple AirPods Pro coming soon?,2019-10-18 11:18:51-04:00,https://seekingalpha.com/news/3506965-apple-airpods-pro-coming-soon,0.8908025,0.01863809,0.09055937,Positive
3506435,Barclays lifts Apple PT on iPhone 11,2019-10-17 07:26:53-04:00,https://seekingalpha.com/news/3506435-barclays-lifts-apple-pt-on-iphone-11,0.27231547,0.098931655,0.6287528,Negative
3506387,"Majority of iPhones from past four years run iOS 13, Apple says",2019-10-17 03:43:03-04:00,https://seekingalpha.com/news/3506387-majority-of-iphones-from-past-four-years-run-ios-13-apple-says,0.94756645,0.022763096,0.029670406,Positive
3506081,EU looking into Apple Pay antitrust concerns - report,2019-10-16 08:22:55-04:00,https://seekingalpha.com/news/3506081-eu-looking-into-apple-pay-antitrust-concerns-report,0.839073,0.12181457,0.039112438,Positive
3505533,Credit Suisse more confident on iPhone demand,2019-10-14 11:09:47-04:00,https://seekingalpha.com/news/3505533-credit-suisse-more-confident-on-iphone-demand,0.078206055,0.012851056,0.90894294,Negative
3505485,Noted Apple analyst names next growth driver,2019-10-14 09:20:02-04:00,https://seekingalpha.com/news/3505485-noted-apple-analyst-names-next-growth-driver,0.67025024,0.012392897,0.31735685,Positive
3505387,"Apple hits new all-time high, up 60% from January low, as outlook brightens",2019-10-11 23:10:18-04:00,https://seekingalpha.com/news/3505387-apple-hits-new-all-time-high-up-60-percent-from-january-low-as-outlook-brightens,0.027429966,0.02417357,0.9483965,Negative
3505262,Wedbush boosts Apple on 100M sub target for TV Plus,2019-10-11 09:26:06-04:00,https://seekingalpha.com/news/3505262-wedbush-boosts-apple-on-100m-sub-target-for-tv-plus,0.16044296,0.014337074,0.8252199,Negative
3504927,Apple pulls Hong Kong police tracking app,2019-10-10 07:21:41-04:00,https://seekingalpha.com/news/3504927-apple-pulls-hong-kong-police-tracking-app,0.6098303,0.33123922,0.058930468,Positive
3504703,"Apple gains after price target boost, new product expectations",2019-10-09 09:06:35-04:00,https://seekingalpha.com/news/3504703-apple-gains-after-price-target-boost-new-product-expectations,0.038592197,0.018378073,0.94302976,Negative
3504154,Wedbush sizes up regulatory pressure on Apple,2019-10-07 08:06:34-04:00,https://seekingalpha.com/news/3504154-wedbush-sizes-up-regulatory-pressure-on-apple,0.13900591,0.76894426,0.092049845,Neutral
3504144,Apple gets PT boost at Nomura,2019-10-07 07:41:38-04:00,https://seekingalpha.com/news/3504144-apple-gets-pt-boost-at-nomura,0.039030675,0.021980597,0.93898875,Negative
3504070,Apple acquired 3D animation company,2019-10-04 15:55:05-04:00,https://seekingalpha.com/news/3504070-apple-acquired-3d-animation-company,0.91745174,0.011436932,0.071111314,Positive
3504006,"Apple should beat soft expectations, says bull",2019-10-04 10:28:18-04:00,https://seekingalpha.com/news/3504006-apple-should-beat-soft-expectations-says-bull,0.039428703,0.013655856,0.9469154,Negative
3503918,Apple orders 10% boost to iPhone 11 production - Nikkei,2019-10-04 01:42:37-04:00,https://seekingalpha.com/news/3503918-apple-orders-10-percent-boost-to-iphone-11-production-nikkei,0.04768536,0.02401836,0.9282963,Negative
3503720,"Loop sees good iPhone demand, low ASPs",2019-10-03 09:05:38-04:00,https://seekingalpha.com/news/3503720-loop-sees-good-iphone-demand-low-asps,0.052684154,0.028704757,0.9186111,Negative
3503295,Apple easing third-party app restrictions,2019-10-02 08:24:35-04:00,https://seekingalpha.com/news/3503295-apple-easing-third-party-app-restrictions,0.57456475,0.2319187,0.19351657,Positive
3502851,Analysts see soft iPhone 11 demand,2019-10-01 09:04:09-04:00,https://seekingalpha.com/news/3502851-analysts-see-soft-iphone-11-demand,0.22226936,0.34339586,0.4343348,Negative
3502590,Apple's 2020 iPhone could drive growth - JPMorgan,2019-09-30 09:29:02-04:00,https://seekingalpha.com/news/3502590-apples-2020-iphone-could-drive-growth-jpmorgan,0.25573313,0.009365815,0.734901,Negative
3502291,Apple bringing original films to theaters - WSJ,2019-09-27 08:01:32-04:00,https://seekingalpha.com/news/3502291-apple-bringing-original-films-to-theaters-wsj,0.85619575,0.008915899,0.13488832,Positive
3502117,Apple iPhone 11 seeing 'decent' demand - UBS,2019-09-26 12:45:21-04:00,https://seekingalpha.com/news/3502117-apple-iphone-11-seeing-decent-demand-ubs,0.03446045,0.018833965,0.9467055,Negative
3502039,Top analyst questions Apple's valuation,2019-09-26 09:25:50-04:00,https://seekingalpha.com/news/3502039-top-analyst-questions-apples-valuation,0.76260763,0.12731268,0.11007971,Positive
3501563,Apple iPad shipments start tomorrow,2019-09-24 15:00:34-04:00,https://seekingalpha.com/news/3501563-apple-ipad-shipments-start-tomorrow,0.933389,0.028772566,0.037838377,Positive
3501351,Big court rulings out of Europe (updated),2019-09-24 03:52:12-04:00,https://seekingalpha.com/news/3501351-big-court-rulings-out-of-europe-updated,0.8424323,0.11637628,0.04119141,Positive
3501270,Mac Pro production staying in US,2019-09-23 14:32:58-04:00,https://seekingalpha.com/news/3501270-mac-pro-production-staying-in-us,0.58074456,0.05910428,0.36015114,Positive
3500968,Apple gets tariff exclusion on some Mac Pro parts - Bloomberg,2019-09-20 18:23:52-04:00,https://seekingalpha.com/news/3500968-apple-gets-tariff-exclusion-on-some-mac-pro-parts-bloomberg,0.7199176,0.01865593,0.2614265,Positive
3500688,Apple's iPhone 11 goes on sale,2019-09-20 05:25:24-04:00,https://seekingalpha.com/news/3500688-apples-iphone-11-goes-on-sale,0.9054808,0.018983847,0.07553528,Positive
3500356,What to expect as iOS 13 gets released,2019-09-19 05:27:39-04:00,https://seekingalpha.com/news/3500356-what-to-expect-as-ios-13-gets-released,0.9424624,0.02570598,0.03183165,Positive
3500272,Apple losing VP of communications,2019-09-18 15:53:35-04:00,https://seekingalpha.com/news/3500272-apple-losing-vp-of-communications,0.92175275,0.0415001,0.036747113,Positive
3500190,Apple continues EU tax appeal,2019-09-18 11:13:22-04:00,https://seekingalpha.com/news/3500190-apple-continues-eu-tax-appeal,0.84647644,0.02137849,0.132145,Positive
3500084,Apple iPhone 11 pre-orders show strength,2019-09-18 07:43:13-04:00,https://seekingalpha.com/news/3500084-apple-iphone-11-pre-orders-show-strength,0.573199,0.108917706,0.3178833,Positive
3499686,EU tax order 'defies common sense' - Apple,2019-09-17 06:14:38-04:00,https://seekingalpha.com/news/3499686-eu-tax-order-defies-common-sense-apple,0.4126839,0.56089073,0.026425427,Neutral
3499369,Apple in court over Irish tax bill,2019-09-16 05:34:59-04:00,https://seekingalpha.com/news/3499369-apple-in-court-over-irish-tax-bill,0.112919986,0.84615636,0.04092361,Neutral
3499285,Apple denies Goldman's TV+ claims,2019-09-13 14:18:20-04:00,https://seekingalpha.com/news/3499285-apple-denies-goldmans-tv-claims,0.7204955,0.21257646,0.066928,Positive
3499272,Apple bear sees weak iPhone 11 demand,2019-09-13 13:14:22-04:00,https://seekingalpha.com/news/3499272-apple-bear-sees-weak-iphone-11-demand,0.02824964,0.95587945,0.015870871,Neutral
3499137,Goldman cuts Apple on TV+ trial,2019-09-13 07:45:45-04:00,https://seekingalpha.com/news/3499137-goldman-cuts-apple-on-tv-trial,0.2941455,0.67018986,0.035664666,Neutral
3498594,Analysts praise Apple TV+ pricing,2019-09-11 10:38:14-04:00,https://seekingalpha.com/news/3498594-analysts-praise-apple-tv-pricing,0.0819911,0.014101752,0.9039071,Negative
3498460,New iPhones sees tepid response in Asia,2019-09-11 05:53:10-04:00,https://seekingalpha.com/news/3498460-new-iphones-sees-tepid-response-in-asia,0.022343814,0.9390972,0.038558945,Neutral
3498251,Apple bear cuts target on cycle weakness,2019-09-10 08:59:13-04:00,https://seekingalpha.com/news/3498251-apple-bear-cuts-target-on-cycle-weakness,0.5241628,0.34866008,0.12717707,Positive
3498145,What to expect at Apple's fall event,2019-09-10 05:15:19-04:00,https://seekingalpha.com/news/3498145-what-to-expect-at-apples-fall-event,0.827462,0.14817433,0.024363661,Positive
3498060,Apple changes App Store amid antitrust scrutiny,2019-09-09 15:49:11-04:00,https://seekingalpha.com/news/3498060-apple-changes-app-store-amid-antitrust-scrutiny,0.1191948,0.8677884,0.013016763,Neutral
3497818,Apple broke Chinese labor laws,2019-09-09 03:03:17-04:00,https://seekingalpha.com/news/3497818-apple-broke-chinese-labor-laws,0.16485856,0.8028003,0.03234116,Neutral
3497617,Q4 App Store growth outperforming - Morgan Stanley,2019-09-06 08:03:50-04:00,https://seekingalpha.com/news/3497617-q4-app-store-growth-outperforming-morgan-stanley,0.09936803,0.4098734,0.4907585,Negative
3497410,Piper survey shows strong 5G iPhone interest,2019-09-05 11:57:24-04:00,https://seekingalpha.com/news/3497410-piper-survey-shows-strong-5g-iphone-interest,0.053594302,0.009633326,0.93677247,Negative
3497380,Apple testing in-display fingerprint ID - Bloomberg,2019-09-05 10:54:25-04:00,https://seekingalpha.com/news/3497380-apple-testing-in-display-fingerprint-id-bloomberg,0.94014025,0.036052346,0.02380739,Positive
3497009,Apple returns to bond market (update),2019-09-04 13:21:32-04:00,https://seekingalpha.com/news/3497009-apple-returns-to-bond-market-update,0.88956153,0.022775967,0.08766252,Positive
3496822,Apple planning new iPhone SE - Nikkei,2019-09-04 10:34:00-04:00,https://seekingalpha.com/news/3496822-apple-planning-new-iphone-se-nikkei,0.8953635,0.018839002,0.085797526,Positive
3496292,Apple EPS could take $0.20+ tariff hit - Longbow,2019-09-03 08:33:13-04:00,https://seekingalpha.com/news/3496292-apple-eps-could-take-0_20-plus-tariff-hit-longbow,0.79359376,0.1568912,0.049515106,Positive
3495723,Apple expands independent repair program,2019-08-29 11:43:06-04:00,https://seekingalpha.com/news/3495723-apple-expands-independent-repair-program,0.83403766,0.021649048,0.14431334,Positive
3495605,Nomura cuts Apple estimate on iPhone uncertainty,2019-08-29 08:14:22-04:00,https://seekingalpha.com/news/3495605-nomura-cuts-apple-estimate-on-iphone-uncertainty,0.13853636,0.83351207,0.027951552,Neutral
3495387,Apple suppliers still rely on China - Reuters,2019-08-28 15:41:01-04:00,https://seekingalpha.com/news/3495387-apple-suppliers-still-rely-on-china-reuters,0.926717,0.026966859,0.046316143,Positive
3495349,Apple starting online sales in India - Bloomberg,2019-08-28 13:18:52-04:00,https://seekingalpha.com/news/3495349-apple-starting-online-sales-in-india-bloomberg,0.7840421,0.0109071685,0.20505063,Positive
3494549,"Apple's ability to navigate tariffs underappreciated, J.P. Morgan analyst says",2019-08-26 08:28:35-04:00,https://seekingalpha.com/news/3494549-apples-ability-to-navigate-tariffs-underappreciated-j-p-morgan-analyst-says,0.030299285,0.94754016,0.022160545,Neutral
3494451,"Apple, chip stocks take a beating after China tariffs, Trump tough talk",2019-08-23 17:28:15-04:00,https://seekingalpha.com/news/3494451-apple-chip-stocks-take-a-beating-after-china-tariffs-trump-tough-talk,0.41325733,0.30814674,0.27859586,Positive
3494134,Apple launching Pro iPhones this fall - Bloomberg,2019-08-22 15:29:37-04:00,https://seekingalpha.com/news/3494134-apple-launching-pro-iphones-this-fall-bloomberg,0.7302847,0.009990202,0.25972512,Positive
3493676,Apple needs millions of TV+ subs - Cowen,2019-08-21 11:49:01-04:00,https://seekingalpha.com/news/3493676-apple-needs-millions-of-tv-subs-cowen,0.9049505,0.010370837,0.08467866,Positive
3493320,"Apple's health team faces tension, exits - CNBC",2019-08-20 11:35:47-04:00,https://seekingalpha.com/news/3493320-apples-health-team-faces-tension-exits-cnbc,0.39514163,0.5663153,0.03854311,Neutral
